t, t*, dt, mgp.i, mgu.i, grid->tn, perf.t, perf.speed
0.0114167, 1.25977, 4.16667e-05, 5, 3, 773900, 4140.18, 49008.6
0.0114583, 1.26437, 4.16667e-05, 5, 3, 774523, 4156.73, 48999.8
0.0115, 1.26897, 4.16667e-05, 6, 3, 774824, 4174.24, 48979.8
0.0115417, 1.27356, 4.16667e-05, 6, 3, 775706, 4191.17, 48967
0.0115833, 1.27816, 4.16667e-05, 5, 3, 776077, 4208.01, 48955.6
0.011625, 1.28276, 4.16667e-05, 6, 3, 776231, 4225.58, 48935.7
0.0116667, 1.28736, 4.16667e-05, 5, 3, 777001, 4242.47, 48924
0.0117083, 1.29195, 4.16667e-05, 5, 3, 776896, 4259.17, 48914.6
0.01175, 1.29655, 4.16667e-05, 5, 4, 777463, 4277.27, 48889.3
0.0117917, 1.30115, 4.16667e-05, 6, 3, 778023, 4295.05, 48868.1
0.0118333, 1.30575, 4.16667e-05, 6, 3, 778569, 4313.05, 48844.7
0.011875, 1.31034, 4.16667e-05, 6, 3, 781299, 4330.91, 48823.7
0.0119167, 1.31494, 4.16667e-05, 8, 3, 781656, 4349.42, 48795.6
0.0119583, 1.31954, 4.16667e-05, 6, 3, 782608, 4367.14, 48776.8
0.012, 1.32414, 4.16667e-05, 7, 3, 783728, 4384.94, 48757.6
0.0120417, 1.32874, 4.16667e-05, 6, 3, 784645, 4404.07, 48723.9
0.0120833, 1.33333, 4.16667e-05, 7, 3, 784960, 4422.09, 48702.9
0.012125, 1.33793, 4.16667e-05, 6, 3, 785191, 4439.98, 48683.5
0.0121667, 1.34253, 4.16667e-05, 6, 3, 786346, 4457.64, 48667
0.0122083, 1.34713, 4.16667e-05, 6, 3, 786983, 4475.53, 48648.4
0.01225, 1.35172, 4.16667e-05, 6, 3, 788299, 4493.62, 48627.9
0.0122917, 1.35632, 4.16667e-05, 6, 3, 789734, 4511.54, 48609.8
0.0123333, 1.36092, 4.16667e-05, 6, 3, 790476, 4529.37, 48593
0.012375, 1.36552, 4.16667e-05, 6, 3, 790959, 4547.41, 48574.2
0.0124167, 1.37011, 4.16667e-05, 6, 3, 791624, 4565.41, 48556
0.0124583, 1.37471, 4.16667e-05, 6, 3, 792828, 4583.36, 48538.8
0.0125, 1.37931, 4.16667e-05, 6, 3, 794025, 4601.34, 48521.7
0.0125417, 1.38391, 4.16667e-05, 8, 3, 795866, 4620.24, 48495.5
0.0125833, 1.38851, 4.16667e-05, 7, 3, 797266, 4639.01, 48471.1
0.012625, 1.3931, 4.16667e-05, 6, 3, 797994, 4657.33, 48451.8
0.0126667, 1.3977, 4.16667e-05, 6, 3, 798449, 4675.47, 48434.6
0.0127083, 1.4023, 4.16667e-05, 6, 3, 798813, 4693.55, 48418.3
0.01275, 1.4069, 4.16667e-05, 6, 3, 799569, 4711.8, 48400.3
0.0127917, 1.41149, 4.16667e-05, 7, 3, 802313, 4730.93, 48374.3
0.0128333, 1.41609, 4.16667e-05, 6, 3, 803349, 4749.41, 48355.2
0.012875, 1.42069, 4.16667e-05, 5, 3, 803972, 4767.02, 48345.2
0.0129167, 1.42529, 4.16667e-05, 6, 3, 804875, 4785.41, 48327.6
0.0129583, 1.42989, 4.16667e-05, 6, 3, 805162, 4803.99, 48308.4
0.013, 1.43448, 4.16667e-05, 6, 3, 806324, 4822.31, 48292
0.0130417, 1.43908, 4.16667e-05, 6, 3, 806961, 4841.62, 48266.1
0.0130833, 1.44368, 4.16667e-05, 6, 3, 807612, 4860.22, 48247.5
0.013125, 1.44828, 4.16667e-05, 6, 2, 808375, 4877.42, 48243.1
0.0131667, 1.45287, 4.16667e-05, 6, 3, 809278, 4896.06, 48224.8
0.0132083, 1.45747, 4.16667e-05, 8, 3, 810587, 4915.42, 48199.7
0.01325, 1.46207, 4.16667e-05, 8, 3, 811861, 4934.41, 48178.7
0.0132917, 1.46667, 4.16667e-05, 6, 2, 812169, 4952.52, 48166.6
0.0133333, 1.47126, 4.16667e-05, 6, 3, 813002, 4971.27, 48148.4
0.013375, 1.47586, 4.16667e-05, 6, 3, 813443, 4989.85, 48132.1
0.0134167, 1.48046, 4.16667e-05, 6, 2, 813590, 5007.27, 48127.2
0.0134583, 1.48506, 4.16667e-05, 6, 3, 814724, 5026.74, 48102.9
0.0135, 1.48966, 4.16667e-05, 6, 2, 815305, 5044.24, 48097.6
0.0135417, 1.49425, 4.16667e-05, 6, 3, 815823, 5062.85, 48081.9
0.0135833, 1.49885, 4.16667e-05, 6, 3, 816502, 5081.53, 48065.9
0.013625, 1.50345, 4.16667e-05, 6, 3, 817013, 5100.23, 48049.9
0.0136563, 1.5069, 3.125e-05, 5, 2, 817454, 5117.31, 48049.2
0.0136875, 1.51034, 3.125e-05, 5, 2, 817846, 5134.29, 48049.6
0.0137188, 1.51379, 3.125e-05, 4, 2, 820464, 5150.26, 48059.9
0.01375, 1.51724, 3.125e-05, 5, 2, 820933, 5167.47, 48058.7
0.0137813, 1.52069, 3.125e-05, 4, 2, 821668, 5183.56, 48068
0.0138125, 1.52414, 3.125e-05, 5, 2, 822228, 5200.01, 48074.1
0.0138438, 1.52759, 3.125e-05, 6, 2, 822872, 5216.73, 48077.7
0.013875, 1.53103, 3.125e-05, 5, 2, 823355, 5233.36, 48082.4
0.0139063, 1.53448, 3.125e-05, 5, 2, 823789, 5249.89, 48087.8
0.0139375, 1.53793, 3.125e-05, 5, 2, 824412, 5266.6, 48091.8
0.0139688, 1.54138, 3.125e-05, 5, 2, 824720, 5283.75, 48091.8
0.014, 1.54483, 3.125e-05, 4, 2, 825336, 5299.85, 48101.4
0.0140385, 1.54907, 3.84615e-05, 6, 3, 825602, 5320.24, 48072.2
0.0140769, 1.55332, 3.84615e-05, 5, 3, 826120, 5339.19, 48056.4
0.0141154, 1.55756, 3.84615e-05, 5, 3, 826701, 5357.4, 48047.3
0.0141538, 1.5618, 3.84615e-05, 5, 3, 827520, 5375.53, 48039.2
0.0141923, 1.56605, 3.84615e-05, 7, 3, 829235, 5394.7, 48022.2
0.0142308, 1.57029, 3.84615e-05, 5, 3, 829704, 5412.85, 48014.4
0.0142692, 1.57454, 3.84615e-05, 6, 3, 830607, 5432.03, 47997.8
0.0143077, 1.57878, 3.84615e-05, 6, 3, 831118, 5451.35, 47980.2
0.0143484, 1.58327, 4.0724e-05, 6, 3, 831951, 5470.51, 47964.3
0.0143891, 1.58777, 4.0724e-05, 8, 3, 832812, 5490.53, 47941
0.0144299, 1.59226, 4.0724e-05, 6, 4, 833484, 5511.26, 47911.9
0.0144706, 1.59675, 4.0724e-05, 7, 4, 834177, 5532.34, 47880.2
0.0145113, 1.60125, 4.0724e-05, 6, 3, 834373, 5551.62, 47864.2
0.014552, 1.60574, 4.0724e-05, 6, 3, 834828, 5570.76, 47849.6
0.0145928, 1.61024, 4.0724e-05, 7, 3, 835220, 5590.02, 47834.1
0.0146335, 1.61473, 4.0724e-05, 6, 3, 834975, 5609.37, 47818
0.0146742, 1.61922, 4.0724e-05, 5, 3, 835955, 5628.43, 47804.5
0.0147149, 1.62372, 4.0724e-05, 6, 3, 836970, 5647.95, 47787.6
0.0147557, 1.62821, 4.0724e-05, 6, 3, 838083, 5667.14, 47773.6
0.0147964, 1.6327, 4.0724e-05, 6, 3, 838622, 5686.56, 47758
0.0148371, 1.6372, 4.0724e-05, 6, 4, 839322, 5707.46, 47730.1
0.0148778, 1.64169, 4.0724e-05, 6, 3, 839875, 5727, 47713.9
0.0149186, 1.64619, 4.0724e-05, 5, 3, 840449, 5745.71, 47704.8
0.0149593, 1.65068, 4.0724e-05, 5, 3, 841037, 5764.24, 47697.4
0.015, 1.65517, 4.0724e-05, 7, 3, 841597, 5783.65, 47682.8
0.0150417, 1.65977, 4.16667e-05, 6, 4, 842339, 5805.43, 47649
0.0150833, 1.66437, 4.16667e-05, 7, 4, 843158, 5826.4, 47622.3
0.0151232, 1.66877, 3.98551e-05, 6, 3, 843732, 5845.81, 47608.4
0.015163, 1.67316, 3.98551e-05, 6, 3, 844957, 5865.4, 47593.5
0.0152029, 1.67756, 3.98551e-05, 6, 3, 845804, 5884.99, 47578.8
0.0152428, 1.68196, 3.98551e-05, 6, 3, 846840, 5904.56, 47564.5
0.0152826, 1.68636, 3.98551e-05, 6, 3, 847883, 5924.15, 47550.3
0.0153225, 1.69075, 3.98551e-05, 7, 3, 848709, 5943.73, 47536.5
0.0153623, 1.69515, 3.98551e-05, 7, 4, 849374, 5965.8, 47503
0.0154022, 1.69955, 3.98551e-05, 5, 3, 850200, 5984.66, 47495.4
0.015442, 1.70395, 3.98551e-05, 5, 3, 850592, 6004.03, 47483.8
0.0154819, 1.70835, 3.98551e-05, 5, 3, 851145, 6023.44, 47472.1
0.0155217, 1.71274, 3.98551e-05, 7, 3, 852020, 6043.27, 47457.3
0.0155616, 1.71714, 3.98551e-05, 6, 4, 852671, 6064.44, 47432.2
0.0156014, 1.72154, 3.98551e-05, 6, 3, 854526, 6084.23, 47418.4
0.0156413, 1.72594, 3.98551e-05, 6, 3, 855751, 6104.33, 47402.5
0.0156812, 1.73033, 3.98551e-05, 6, 3, 856262, 6124.29, 47387.8
0.015721, 1.73473, 3.98551e-05, 6, 3, 857536, 6144.26, 47373.3
0.0157609, 1.73913, 3.98551e-05, 6, 4, 857935, 6165.8, 47347
0.0158007, 1.74353, 3.98551e-05, 6, 3, 858285, 6185.93, 47331.6
0.0158406, 1.74793, 3.98551e-05, 6, 3, 858649, 6205.64, 47319.7
0.0158804, 1.75232, 3.98551e-05, 5, 3, 859083, 6225.27, 47308.5
0.0159203, 1.75672, 3.98551e-05, 5, 3, 859636, 6244.38, 47301.4
0.0159601, 1.76112, 3.98551e-05, 5, 3, 860203, 6263.31, 47295.8
0.016, 1.76552, 3.98551e-05, 6, 3, 861792, 6283.08, 47284.1
0.0160417, 1.77011, 4.16667e-05, 7, 4, 862856, 6305.94, 47249.5
0.0160833, 1.77471, 4.16667e-05, 6, 3, 863738, 6325.97, 47236.4
0.016125, 1.77931, 4.16667e-05, 5, 4, 864375, 6346.58, 47219.2
0.0161667, 1.78391, 4.16667e-05, 5, 3, 865194, 6365.66, 47213.6
0.0161987, 1.78744, 3.20513e-05, 7, 2, 865789, 6384.33, 47211.2
0.0162308, 1.79098, 3.20513e-05, 5, 2, 865726, 6402.2, 47214.6
0.0162642, 1.79467, 3.34448e-05, 5, 2, 866286, 6419.99, 47218.7
0.0162977, 1.79836, 3.34448e-05, 5, 2, 867049, 6437.86, 47222.3
0.0163328, 1.80224, 3.51171e-05, 5, 3, 867917, 6457.18, 47215.5
0.0163679, 1.80611, 3.51171e-05, 5, 3, 868372, 6477.16, 47203.8
0.016403, 1.80999, 3.51171e-05, 6, 3, 869177, 6497.35, 47191
0.0164381, 1.81386, 3.51171e-05, 5, 3, 870297, 6517.44, 47179
0.0164756, 1.818, 3.74582e-05, 7, 3, 871501, 6537.76, 47165.7
0.016513, 1.82213, 3.74582e-05, 6, 3, 871893, 6558.27, 47151.2
0.0165505, 1.82626, 3.74582e-05, 5, 3, 872544, 6578.4, 47139.5
0.016588, 1.8304, 3.74582e-05, 6, 3, 873405, 6599.06, 47124.3
0.0166254, 1.83453, 3.74582e-05, 8, 3, 874679, 6620.41, 47104.4
0.0166629, 1.83866, 3.74582e-05, 6, 3, 875232, 6640.89, 47090.9
0.0167003, 1.8428, 3.74582e-05, 6, 3, 875953, 6661.35, 47077.8
0.0167378, 1.84693, 3.74582e-05, 7, 3, 876660, 6681.8, 47064.9
0.0167753, 1.85106, 3.74582e-05, 6, 3, 878116, 6702.31, 47051.9
0.0168127, 1.8552, 3.74582e-05, 6, 3, 878732, 6723.42, 47034.8
0.0168502, 1.85933, 3.74582e-05, 5, 3, 879999, 6744.24, 47020.2
0.0168876, 1.86346, 3.74582e-05, 5, 3, 880741, 6763.92, 47013.6
0.0169251, 1.8676, 3.74582e-05, 7, 3, 881315, 6784.53, 47000.7
0.0169625, 1.87173, 3.74582e-05, 6, 3, 882204, 6805.24, 46987.3
0.017, 1.87586, 3.74582e-05, 5, 3, 882876, 6824.7, 46982.6
0.0170385, 1.88011, 3.84615e-05, 7, 3, 883632, 6846.84, 46959.8
0.0170769, 1.88435, 3.84615e-05, 7, 3, 884066, 6867.61, 46946.5
0.0171154, 1.88859, 3.84615e-05, 7, 3, 884479, 6888.32, 46933.7
0.0171538, 1.89284, 3.84615e-05, 7, 3, 885634, 6909.11, 46920.7
0.0171891, 1.89673, 3.52564e-05, 6, 4, 886845, 6931.37, 46897.9
0.0172244, 1.90062, 3.52564e-05, 6, 2, 887482, 6950.6, 46895.9
0.0172613, 1.90469, 3.69353e-05, 5, 2, 887629, 6968.89, 46900.2
0.0172982, 1.90877, 3.69353e-05, 6, 2, 888063, 6988.26, 46897.2
0.0173352, 1.91285, 3.69353e-05, 6, 2, 888490, 7007.65, 46894.3
0.0173721, 1.91692, 3.69353e-05, 7, 3, 889001, 7029.51, 46874.9
0.017409, 1.921, 3.69353e-05, 8, 3, 889876, 7051.33, 46856.1
0.0174438, 1.92483, 3.47626e-05, 5, 3, 890317, 7071.13, 46850.8
0.0174809, 1.92892, 3.70801e-05, 6, 3, 890751, 7092.14, 46837.6
0.017518, 1.93302, 3.70801e-05, 6, 3, 891087, 7112.94, 46825.9
0.017555, 1.93711, 3.70801e-05, 5, 3, 891521, 7132.51, 46822.4
0.0175921, 1.9412, 3.70801e-05, 5, 3, 891899, 7153.1, 46812.3
0.0176292, 1.94529, 3.70801e-05, 5, 3, 892228, 7173.81, 46801.6
0.0176663, 1.94938, 3.70801e-05, 5, 3, 893194, 7194.08, 46793.8
0.0177034, 1.95347, 3.70801e-05, 6, 3, 894867, 7215.1, 46781.5
0.0177404, 1.95757, 3.70801e-05, 5, 3, 895721, 7235.31, 46774.7
0.0177775, 1.96166, 3.70801e-05, 5, 3, 896505, 7255.13, 46770.4
0.0178146, 1.96575, 3.70801e-05, 5, 3, 897058, 7275.3, 46764.1
0.0178517, 1.96984, 3.70801e-05, 5, 3, 897541, 7295.65, 46756.7
0.0178888, 1.97393, 3.70801e-05, 5, 3, 898213, 7315.58, 46752
0.0179258, 1.97802, 3.70801e-05, 5, 3, 898129, 7336.12, 46743.6
0.0179629, 1.98212, 3.70801e-05, 5, 3, 898304, 7356.5, 46736.2
0.018, 1.98621, 3.70801e-05, 6, 3, 898668, 7377.5, 46725
0.01804, 1.99062, 4e-05, 6, 3, 899634, 7400.33, 46702.4
0.01808, 1.99503, 4e-05, 6, 3, 900299, 7421.59, 46689.9
0.01812, 1.99945, 4e-05, 7, 5, 901125, 7446.84, 46652.6
0.01816, 2.00386, 4e-05, 7, 4, 901538, 7470.76, 46623.9
0.0182, 2.00828, 4e-05, 6, 4, 902441, 7493.57, 46602.4
0.01824, 2.01269, 4e-05, 6, 4, 903638, 7516.59, 46579.9
0.01828, 2.0171, 4e-05, 6, 3, 904212, 7537.84, 46568.5
0.01832, 2.02152, 4e-05, 5, 2, 904814, 7556.49, 46573.4
0.01836, 2.02593, 4e-05, 6, 2, 905297, 7576.51, 46569.8
0.0184, 2.03034, 4e-05, 5, 2, 905822, 7595.4, 46573.2
0.01844, 2.03476, 4e-05, 6, 3, 907642, 7617.47, 46557.5
0.01848, 2.03917, 4e-05, 5, 2, 908342, 7636.35, 46561.3
0.01852, 2.04359, 4e-05, 6, 2, 909455, 7656.13, 46559.8
0.01856, 2.048, 4e-05, 5, 2, 910295, 7675.02, 46563.8
0.0186, 2.05241, 4e-05, 5, 2, 910813, 7693.67, 46569.3
0.01864, 2.05683, 4e-05, 6, 2, 911464, 7713.37, 46568.5
0.01868, 2.06124, 4e-05, 6, 2, 912416, 7732.42, 46571.8
0.01872, 2.06566, 4e-05, 6, 2, 913501, 7752.49, 46569.1
0.01876, 2.07007, 4e-05, 6, 2, 913949, 7772.58, 46566.3
0.0188, 2.07448, 4e-05, 5, 2, 914369, 7791.36, 46571.4
0.01884, 2.0789, 4e-05, 5, 2, 915251, 7810.24, 46576
0.01888, 2.08331, 4e-05, 5, 2, 915832, 7829.1, 46580.8
0.01892, 2.08772, 4e-05, 5, 2, 916175, 7848.02, 46585.2
0.01896, 2.09214, 4e-05, 4, 2, 916021, 7865.83, 46596.2
0.019, 2.09655, 4e-05, 5, 2, 916518, 7889.49, 46572.6
0.0190417, 2.10115, 4.16667e-05, 5, 2, 917057, 7913.29, 46548.5
0.0190833, 2.10575, 4.16667e-05, 5, 2, 917022, 7934.4, 46540.2
0.019125, 2.11034, 4.16667e-05, 5, 2, 917442, 7955.17, 46534
0.0191667, 2.11494, 4.16667e-05, 6, 2, 917820, 7977.28, 46520.1
0.0192083, 2.11954, 4.16667e-05, 6, 2, 918219, 7998.83, 46509.6
0.01925, 2.12414, 4.16667e-05, 6, 2, 918821, 8020.97, 46495.7
0.0192917, 2.12874, 4.16667e-05, 8, 2, 919213, 8043.8, 46478
0.0193333, 2.13333, 4.16667e-05, 6, 2, 920109, 8065.66, 46466.2
0.019375, 2.13793, 4.16667e-05, 6, 2, 921243, 8087.28, 46455.8
0.0194167, 2.14253, 4.16667e-05, 6, 2, 922286, 8109.23, 46443.8
0.0194583, 2.14713, 4.16667e-05, 6, 2, 922643, 8130.19, 46437.5
0.0195, 2.15172, 4.16667e-05, 6, 2, 923329, 8153.34, 46419
0.0195417, 2.15632, 4.16667e-05, 5, 2, 923987, 8175.84, 46404.2
0.0195833, 2.16092, 4.16667e-05, 5, 2, 924463, 8197.05, 46396.9
0.019625, 2.16552, 4.16667e-05, 6, 2, 924890, 8219.42, 46383.2
0.0196667, 2.17011, 4.16667e-05, 6, 2, 925604, 8241.94, 46368.7
0.0197083, 2.17471, 4.16667e-05, 5, 2, 926409, 8263.74, 46358.6
0.01975, 2.17931, 4.16667e-05, 5, 2, 926990, 8284.49, 46354.3
0.0197917, 2.18391, 4.16667e-05, 6, 2, 927564, 8305.49, 46348.8
0.0198333, 2.18851, 4.16667e-05, 5, 2, 928075, 8327.02, 46340.4
0.019875, 2.1931, 4.16667e-05, 6, 2, 928425, 8354.06, 46301.6
0.0199167, 2.1977, 4.16667e-05, 5, 2, 929307, 8373.3, 46306.2
0.0199583, 2.2023, 4.16667e-05, 5, 2, 930063, 8393, 46308.3
0.02, 2.2069, 4.16667e-05, 5, 2, 930651, 8412.3, 46312.7
